animal_id,age_years,breed,sex,weight_kg,body_temperature_c,heart_rate_bpm,respiratory_rate_bpm,milk_yield_drop_pct,appetite,activity_level,vaccination_status,symptoms,latitude,longitude,recorded_date,disease
LV-0251,7.2,Holstein_Friesian,Female,371.2,41.2,100,38,68.5,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.4641,76.7951,2026-08-10,Foot_and_Mouth_Disease
LV-0252,8.3,Jersey,Male,378.2,41.5,99,37,74.7,Anorexia,Recumbent,Up_to_date,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.2787,73.6347,2026-08-21,Blackleg
LV-0253,8.4,Jersey,Male,442.4,38.7,56,22,0.0,Normal,Active,Up_to_date,none,20.7087,75.2457,2026-08-13,Healthy_Cattle
LV-0254,8.6,Holstein_Friesian,Female,377.6,38.6,71,20,0.0,Normal,Active,Partial,none,21.0741,77.4905,2026-08-03,Healthy_Cattle
LV-0255,3.7,Red_Sindhi,Female,402.2,40.5,65,33,46.0,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.3152,75.1593,2026-08-29,Bovine_Mastitis
LV-0256,6.2,Red_Sindhi,Female,398.9,40.7,67,35,50.3,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.2874,74.8676,2026-08-05,Bovine_Mastitis
LV-0257,5.2,Red_Sindhi,Male,488.5,39.8,79,27,62.7,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.5873,76.9546,2026-08-24,Bovine_Mastitis
LV-0258,2.5,Red_Sindhi,Female,486.8,38.9,57,27,0.0,Normal,Active,Up_to_date,none,20.4078,75.8972,2026-08-15,Healthy_Cattle
LV-0259,1.4,Sahiwal,Female,458.2,40.6,83,33,31.1,Reduced,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.5571,77.1409,2026-08-28,Lumpy_Skin_Disease
LV-0260,4.6,Red_Sindhi,Female,320.7,40.1,75,31,66.7,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",18.5952,75.1933,2026-08-30,Bovine_Mastitis
LV-0261,6.5,Murrah_Buffalo,Female,422.5,39.4,72,21,0.0,Normal,Active,Partial,none,18.8757,74.3022,2026-08-05,Healthy_Cattle
LV-0262,6.6,Gir,Male,398.8,38.3,52,18,0.0,Normal,Active,Up_to_date,none,21.1757,74.7242,2026-08-14,Healthy_Cattle
LV-0263,1.6,Jersey,Female,409.4,39.9,83,36,56.7,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.4192,76.5372,2026-08-08,Foot_and_Mouth_Disease
LV-0264,1.1,Holstein_Friesian,Female,344.6,40.9,70,28,43.6,Anorexia,Lethargic,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.8304,73.8059,2026-08-24,Lumpy_Skin_Disease
LV-0265,1.7,Sahiwal,Female,454.4,39.7,79,37,56.1,Anorexia,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.3209,75.4513,2026-08-17,Lumpy_Skin_Disease
LV-0266,9.9,Sahiwal,Female,360.2,40.4,64,25,55.6,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.4926,74.297,2026-08-15,Bovine_Mastitis
LV-0267,8.6,Gir,Male,403.3,40.3,73,20,73.4,Reduced,Normal,Overdue,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.0147,74.9456,2026-08-03,Bovine_Mastitis
LV-0268,2.1,Jersey,Female,390.5,41.4,99,31,83.2,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.1895,75.7106,2026-08-25,Blackleg
LV-0269,3.5,Murrah_Buffalo,Male,384.7,40.8,88,37,93.0,Anorexia,Recumbent,Partial,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",21.4098,75.785,2026-08-25,Blackleg
LV-0270,3.3,Sahiwal,Female,401.7,41.6,102,55,73.5,Anorexia,Depressed,Up_to_date,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.2579,75.5803,2026-08-20,Blackleg
LV-0271,3.4,Red_Sindhi,Female,437.8,41.0,101,42,56.1,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.5537,73.8751,2026-08-26,Foot_and_Mouth_Disease
LV-0272,9.5,Murrah_Buffalo,Male,380.6,40.4,87,44,68.7,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",18.9635,75.4491,2026-08-18,Foot_and_Mouth_Disease
LV-0273,7.3,Red_Sindhi,Male,507.7,39.3,90,26,74.3,Normal,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.1802,76.1801,2026-08-20,Bovine_Mastitis
LV-0274,5.5,Jersey,Female,295.0,40.8,71,29,41.1,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",18.6488,76.3984,2026-08-14,Bovine_Mastitis
LV-0275,2.7,Holstein_Friesian,Female,472.9,39.1,76,27,0.0,Normal,Active,Up_to_date,none,20.1694,76.926,2026-08-08,Healthy_Cattle
LV-0276,4.5,Sahiwal,Female,512.0,38.6,60,19,0.0,Normal,Active,Up_to_date,none,21.3845,76.1715,2026-08-19,Healthy_Cattle
LV-0277,6.4,Murrah_Buffalo,Female,383.5,39.2,85,36,62.8,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.5193,75.3225,2026-08-26,Bovine_Mastitis
LV-0278,7.4,Jersey,Female,380.1,41.6,90,35,94.0,Anorexia,Recumbent,Partial,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.123,77.4394,2026-08-24,Blackleg
LV-0279,9.4,Jersey,Female,354.3,41.0,87,41,70.1,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.9129,76.1477,2026-08-26,Foot_and_Mouth_Disease
LV-0280,3.5,Holstein_Friesian,Female,381.1,41.0,109,41,70.0,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.5703,76.5299,2026-08-04,Blackleg
LV-0281,7.2,Gir,Female,389.9,40.5,79,24,83.2,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.7048,75.6258,2026-08-06,Foot_and_Mouth_Disease
LV-0282,9.5,Murrah_Buffalo,Male,466.5,41.9,74,52,74.2,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",18.5455,75.8257,2026-08-21,Blackleg
LV-0283,6.1,Holstein_Friesian,Male,320.7,38.3,64,24,0.0,Normal,Active,Up_to_date,none,19.8919,73.9748,2026-08-13,Healthy_Cattle
LV-0284,3.0,Holstein_Friesian,Male,461.8,40.4,81,29,50.0,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.7445,75.745,2026-08-29,Bovine_Mastitis
LV-0285,9.9,Gir,Female,416.0,38.7,62,23,0.0,Normal,Active,Up_to_date,none,20.576,75.3317,2026-08-08,Healthy_Cattle
LV-0286,6.2,Gir,Female,458.7,38.7,63,24,0.0,Normal,Active,Partial,none,20.8818,74.1332,2026-08-17,Healthy_Cattle
LV-0287,2.9,Gir,Female,328.8,39.1,83,41,65.2,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.9709,75.0384,2026-08-17,Foot_and_Mouth_Disease
LV-0288,2.8,Jersey,Female,388.0,40.9,106,27,87.5,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.2493,76.1166,2026-08-18,Foot_and_Mouth_Disease
LV-0289,6.1,Murrah_Buffalo,Female,411.9,38.4,66,20,0.0,Normal,Active,Partial,none,20.4853,73.8072,2026-08-19,Healthy_Cattle
LV-0290,7.1,Sahiwal,Male,413.0,40.6,97,37,88.5,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.7501,75.6266,2026-08-14,Foot_and_Mouth_Disease
LV-0291,3.0,Murrah_Buffalo,Male,392.6,40.8,88,27,78.4,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.4531,77.3747,2026-08-09,Foot_and_Mouth_Disease
LV-0292,8.5,Jersey,Female,328.9,40.2,82,36,62.6,Anorexia,Lethargic,Up_to_date,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.8429,75.0929,2026-08-02,Foot_and_Mouth_Disease
LV-0293,2.3,Red_Sindhi,Female,492.0,38.6,53,19,0.0,Normal,Active,Partial,none,19.2535,76.8768,2026-08-08,Healthy_Cattle
LV-0294,3.5,Sahiwal,Male,440.3,39.6,84,29,72.1,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.2017,74.3435,2026-08-22,Bovine_Mastitis
LV-0295,5.0,Gir,Male,509.3,38.2,73,23,0.0,Normal,Active,Partial,none,19.0734,75.3386,2026-08-18,Healthy_Cattle
LV-0296,9.4,Sahiwal,Female,408.2,41.1,88,35,64.9,Reduced,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.8916,76.3969,2026-08-14,Lumpy_Skin_Disease
LV-0297,1.9,Gir,Female,482.9,41.8,83,33,50.9,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.4241,74.0418,2026-08-30,Foot_and_Mouth_Disease
LV-0298,9.3,Sahiwal,Female,305.4,39.0,65,22,0.0,Normal,Active,Up_to_date,none,20.8621,74.7257,2026-08-16,Healthy_Cattle
LV-0299,4.3,Jersey,Female,565.7,41.9,89,45,80.5,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.7315,74.1533,2026-08-29,Blackleg
LV-0300,3.3,Red_Sindhi,Female,413.4,40.3,96,35,53.3,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.7574,73.7052,2026-08-28,Foot_and_Mouth_Disease
LV-0301,7.5,Jersey,Female,345.8,41.3,111,44,90.4,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.3045,74.9443,2026-08-22,Blackleg
LV-0302,2.5,Murrah_Buffalo,Male,313.4,41.1,77,40,73.9,Reduced,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",18.8663,73.9445,2026-08-06,Lumpy_Skin_Disease
LV-0303,7.1,Gir,Male,478.7,41.1,76,35,79.5,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.5138,74.5826,2026-08-02,Foot_and_Mouth_Disease
LV-0304,5.0,Jersey,Female,392.2,40.1,82,45,58.7,Anorexia,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.8393,75.9751,2026-08-24,Lumpy_Skin_Disease
LV-0305,8.7,Murrah_Buffalo,Female,431.1,40.1,75,34,75.1,Normal,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",18.6204,77.0597,2026-08-28,Bovine_Mastitis
LV-0306,6.9,Red_Sindhi,Female,447.6,41.3,76,36,43.0,Reduced,Depressed,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",18.9553,77.0583,2026-08-22,Lumpy_Skin_Disease
LV-0307,7.1,Jersey,Female,320.6,39.5,68,31,71.2,Normal,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.7412,74.3749,2026-08-05,Bovine_Mastitis
LV-0308,2.9,Gir,Male,380.6,41.4,76,55,65.1,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.9203,76.8681,2026-08-07,Blackleg
LV-0309,4.8,Jersey,Male,387.2,39.3,75,28,42.3,Reduced,Normal,Overdue,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.1918,75.5011,2026-08-10,Bovine_Mastitis
LV-0310,8.6,Murrah_Buffalo,Female,409.6,40.3,77,24,53.2,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.2008,76.6688,2026-08-01,Bovine_Mastitis
LV-0311,6.5,Murrah_Buffalo,Female,470.5,38.4,60,22,0.0,Normal,Active,Up_to_date,none,18.6274,76.2385,2026-08-17,Healthy_Cattle
LV-0312,6.0,Murrah_Buffalo,Male,415.0,39.6,104,39,85.8,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",21.1736,73.5545,2026-08-03,Blackleg
LV-0313,3.3,Murrah_Buffalo,Female,490.2,40.9,88,41,70.6,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.1466,75.0199,2026-08-13,Foot_and_Mouth_Disease
LV-0314,3.0,Gir,Male,372.3,38.5,53,22,0.0,Normal,Active,Up_to_date,none,19.4549,75.4561,2026-08-20,Healthy_Cattle
LV-0315,3.8,Holstein_Friesian,Female,365.0,41.4,116,47,88.0,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.9999,76.421,2026-08-13,Blackleg
LV-0316,7.1,Gir,Female,415.2,40.2,88,47,69.0,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.3468,74.6923,2026-08-13,Blackleg
LV-0317,1.8,Holstein_Friesian,Male,431.8,39.3,61,29,68.7,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.9944,76.2572,2026-08-14,Bovine_Mastitis
LV-0318,6.9,Jersey,Female,422.3,40.0,68,33,82.4,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.2723,77.4007,2026-08-29,Bovine_Mastitis
LV-0319,4.0,Murrah_Buffalo,Male,505.6,40.9,68,32,97.4,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.2536,77.3773,2026-08-26,Blackleg
LV-0320,5.2,Gir,Male,361.3,38.6,64,28,0.0,Normal,Active,Partial,none,18.5006,75.9559,2026-08-21,Healthy_Cattle
LV-0321,6.8,Murrah_Buffalo,Male,444.0,39.9,73,22,67.1,Reduced,Normal,Overdue,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.5143,74.0073,2026-08-21,Bovine_Mastitis
LV-0322,1.3,Jersey,Female,360.5,41.5,94,38,63.9,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.3864,75.6199,2026-08-11,Blackleg
LV-0323,9.2,Sahiwal,Male,373.8,39.5,72,22,66.8,Normal,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.7654,75.8465,2026-08-04,Bovine_Mastitis
LV-0324,3.8,Sahiwal,Male,406.1,40.9,74,32,60.5,Reduced,Depressed,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.6824,75.9133,2026-08-24,Lumpy_Skin_Disease
LV-0325,5.6,Murrah_Buffalo,Female,443.9,40.5,72,46,85.0,Anorexia,Lethargic,Up_to_date,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.1801,75.7676,2026-08-21,Foot_and_Mouth_Disease
LV-0326,6.8,Red_Sindhi,Male,427.9,40.4,85,43,58.7,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",18.6451,76.782,2026-08-04,Foot_and_Mouth_Disease
LV-0327,3.4,Sahiwal,Female,416.6,41.0,79,35,41.1,Anorexia,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",18.543,75.4133,2026-08-26,Lumpy_Skin_Disease
LV-0328,1.5,Red_Sindhi,Female,467.5,40.3,64,40,58.1,Reduced,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.2325,75.892,2026-08-12,Lumpy_Skin_Disease
LV-0329,5.6,Holstein_Friesian,Female,485.3,40.6,88,29,52.5,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.2216,75.7641,2026-08-16,Foot_and_Mouth_Disease
LV-0330,3.3,Red_Sindhi,Female,261.1,41.3,89,25,50.4,Anorexia,Depressed,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.8895,76.527,2026-08-14,Lumpy_Skin_Disease
LV-0331,4.2,Holstein_Friesian,Female,439.1,40.9,84,30,72.2,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",18.5126,76.1817,2026-08-19,Foot_and_Mouth_Disease
LV-0332,7.9,Gir,Male,477.2,41.9,93,38,54.6,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.0085,73.7039,2026-08-18,Foot_and_Mouth_Disease
LV-0333,7.1,Red_Sindhi,Female,486.9,40.9,120,34,85.9,Anorexia,Depressed,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.5619,77.3465,2026-08-13,Blackleg
LV-0334,4.6,Holstein_Friesian,Female,384.2,41.4,82,49,73.1,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.9125,76.9657,2026-08-17,Foot_and_Mouth_Disease
LV-0335,9.0,Holstein_Friesian,Male,287.4,38.9,65,24,0.0,Normal,Active,Up_to_date,none,20.5264,75.084,2026-08-14,Healthy_Cattle
LV-0336,7.6,Murrah_Buffalo,Female,357.6,40.5,67,29,43.6,Anorexia,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.316,74.8994,2026-08-15,Lumpy_Skin_Disease
LV-0337,5.2,Holstein_Friesian,Female,387.8,41.0,77,35,61.5,Reduced,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.0873,75.5527,2026-08-13,Lumpy_Skin_Disease
LV-0338,2.2,Red_Sindhi,Female,528.6,38.9,59,28,40.3,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.7038,73.5958,2026-08-14,Bovine_Mastitis
LV-0339,2.2,Red_Sindhi,Female,366.6,41.3,79,32,58.9,Reduced,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.2643,74.7643,2026-08-29,Lumpy_Skin_Disease
LV-0340,4.9,Murrah_Buffalo,Female,370.4,38.2,62,22,0.0,Normal,Active,Up_to_date,none,19.6542,75.244,2026-08-13,Healthy_Cattle
LV-0341,4.8,Gir,Male,453.6,39.3,79,32,66.1,Normal,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.3145,75.0498,2026-08-08,Bovine_Mastitis
LV-0342,8.2,Jersey,Female,413.6,41.7,118,48,87.2,Anorexia,Depressed,Partial,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.6605,74.6489,2026-08-08,Blackleg
LV-0343,3.9,Gir,Female,370.6,39.4,90,28,50.8,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.4378,75.1427,2026-08-23,Bovine_Mastitis
LV-0344,8.2,Red_Sindhi,Female,327.6,39.0,70,23,42.5,Normal,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.7846,76.0281,2026-08-23,Bovine_Mastitis
LV-0345,3.8,Sahiwal,Female,497.4,40.3,69,20,52.1,Normal,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.2278,74.9809,2026-08-25,Bovine_Mastitis
LV-0346,7.9,Murrah_Buffalo,Female,494.3,41.6,85,41,82.5,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.2999,75.4426,2026-08-17,Foot_and_Mouth_Disease
LV-0347,8.7,Holstein_Friesian,Female,386.1,41.1,91,38,77.3,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.0017,76.0829,2026-08-26,Foot_and_Mouth_Disease
LV-0348,3.8,Jersey,Female,370.1,40.7,77,43,87.7,Anorexia,Lethargic,Partial,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.3683,76.6329,2026-08-07,Foot_and_Mouth_Disease
LV-0349,7.3,Murrah_Buffalo,Male,508.4,41.3,88,33,73.2,Reduced,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.9617,76.2066,2026-08-01,Lumpy_Skin_Disease
LV-0350,7.5,Gir,Female,368.4,41.7,85,38,61.9,Reduced,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.5911,74.9519,2026-08-17,Lumpy_Skin_Disease
